"capabilityId","name","status","evidence","filePath","replacement","reactivationPolicy","notes"
"UNRESOLVED","Requires manual identification","Disabled; requires feature-state review","Keyword 'disabled'; occurrences=2; lines=487;682","api/notification-channels.ts","Unknown; inspect surrounding code and changelog","Do not reactivate without an approved documented decision","Aggregated static keyword evidence. Manual review is required."
"UNRESOLVED","Requires manual identification","Deprecated or legacy; requires review","Keyword 'legacy'; occurrences=3; lines=236;385;501","api/notification-channels.ts","Unknown; inspect surrounding code and changelog","Do not reactivate without an approved documented decision","Aggregated static keyword evidence. Manual review is required."
"UNRESOLVED","Requires manual identification","Disabled; requires feature-state review","Keyword 'disabled'; occurrences=1; lines=117","api/notify.ts","Unknown; inspect surrounding code and changelog","Do not reactivate without an approved documented decision","Aggregated static keyword evidence. Manual review is required."
"UNRESOLVED","Requires manual identification","Disabled; requires feature-state review","Keyword 'disabled'; occurrences=4; lines=154;194","api/oauth/authorize.js","Unknown; inspect surrounding code and changelog","Do not reactivate without an approved documented decision","Aggregated static keyword evidence. Manual review is required."
"UNRESOLVED","Requires manual identification","Deprecated or legacy; requires review","Keyword 'legacy'; occurrences=2; lines=112;36","api/oauth/authorize-pro.ts","Unknown; inspect surrounding code and changelog","Do not reactivate without an approved documented decision","Aggregated static keyword evidence. Manual review is required."
"UNRESOLVED","Requires manual identification","Deprecated or legacy; requires review","Keyword 'legacy'; occurrences=7; lines=12;154;171;25;449;474;674","api/oauth/token.ts","Unknown; inspect surrounding code and changelog","Do not reactivate without an approved documented decision","Aggregated static keyword evidence. Manual review is required."
"UNRESOLVED","Requires manual identification","Deprecated or legacy; requires review","Keyword 'legacy'; occurrences=1; lines=71","api/product-catalog.js","Unknown; inspect surrounding code and changelog","Do not reactivate without an approved documented decision","Aggregated static keyword evidence. Manual review is required."
"UNRESOLVED","Requires manual identification","Deprecated or legacy; requires review","Keyword 'legacy'; occurrences=1; lines=527","api/seed-health.js","Unknown; inspect surrounding code and changelog","Do not reactivate without an approved documented decision","Aggregated static keyword evidence. Manual review is required."
"UNRESOLVED","Requires manual identification","Sunset","Keyword 'retired'; occurrences=1; lines=145","api/seed-health.js","Unknown; inspect surrounding code and changelog","Do not reactivate without an approved documented decision","Aggregated static keyword evidence. Manual review is required."
"UNRESOLVED","Requires manual identification","Sunset","Keyword 'sunset'; occurrences=1; lines=242","api/seed-health.js","Unknown; inspect surrounding code and changelog","Do not reactivate without an approved documented decision","Aggregated static keyword evidence. Manual review is required."
"UNRESOLVED","Requires manual identification","Disabled; requires feature-state review","Keyword 'disabled'; occurrences=2; lines=131;183","api/user-prefs.ts","Unknown; inspect surrounding code and changelog","Do not reactivate without an approved documented decision","Aggregated static keyword evidence. Manual review is required."
"UNRESOLVED","Requires manual identification","Deprecated or legacy; requires review","Keyword 'legacy'; occurrences=1; lines=3","api/v2/shipping/webhooks/[subscriberId].ts","Unknown; inspect surrounding code and changelog","Do not reactivate without an approved documented decision","Aggregated static keyword evidence. Manual review is required."
"UNRESOLVED","Requires manual identification","Deprecated or legacy; requires review","Keyword 'legacy'; occurrences=1; lines=5","api/v2/shipping/webhooks/[subscriberId]/[action].ts","Unknown; inspect surrounding code and changelog","Do not reactivate without an approved documented decision","Aggregated static keyword evidence. Manual review is required."
"UNRESOLVED","Requires manual identification","Deprecated or legacy; requires review","Keyword 'legacy'; occurrences=3; lines=10;120;183","api/widget-agent.ts","Unknown; inspect surrounding code and changelog","Do not reactivate without an approved documented decision","Aggregated static keyword evidence. Manual review is required."
"UNRESOLVED","Requires manual identification","Deprecated or legacy; requires review","Keyword 'legacy'; occurrences=1; lines=3","api/wm-session.js","Unknown; inspect surrounding code and changelog","Do not reactivate without an approved documented decision","Aggregated static keyword evidence. Manual review is required."
"UNRESOLVED","Requires manual identification","Deprecated or legacy; requires review","Keyword 'legacy'; occurrences=5; lines=448;483;537;568;586","api/wm-session.test.mjs","Unknown; inspect surrounding code and changelog","Do not reactivate without an approved documented decision","Aggregated static keyword evidence. Manual review is required."
"UNRESOLVED","Requires manual identification","Deprecated","Keyword 'deprecated'; occurrences=3; lines=10;20;23","CHANGELOG.md","Unknown; inspect surrounding code and changelog","Do not reactivate without an approved documented decision","Aggregated static keyword evidence. Manual review is required."
"UNRESOLVED","Requires manual identification","Disabled; requires feature-state review","Keyword 'disabled'; occurrences=3; lines=13;253;611","CHANGELOG.md","Unknown; inspect surrounding code and changelog","Do not reactivate without an approved documented decision","Aggregated static keyword evidence. Manual review is required."
"UNRESOLVED","Requires manual identification","Deprecated or legacy; requires review","Keyword 'legacy'; occurrences=2; lines=20;22","CHANGELOG.md","Unknown; inspect surrounding code and changelog","Do not reactivate without an approved documented decision","Aggregated static keyword evidence. Manual review is required."
"UNRESOLVED","Requires manual identification","Deprecated or legacy; requires review","Keyword 'legacy'; occurrences=1; lines=14","consumer-prices-core/configs/retailers/carrefour_br.yaml","Unknown; inspect surrounding code and changelog","Do not reactivate without an approved documented decision","Aggregated static keyword evidence. Manual review is required."
"UNRESOLVED","Requires manual identification","Disabled; requires feature-state review","Keyword 'disabled'; occurrences=1; lines=8","consumer-prices-core/configs/retailers/coop_ch.yaml","Unknown; inspect surrounding code and changelog","Do not reactivate without an approved documented decision","Aggregated static keyword evidence. Manual review is required."
"UNRESOLVED","Requires manual identification","Disabled; requires feature-state review","Keyword 'disabled'; occurrences=1; lines=8","consumer-prices-core/configs/retailers/migros_ch.yaml","Unknown; inspect surrounding code and changelog","Do not reactivate without an approved documented decision","Aggregated static keyword evidence. Manual review is required."
"UNRESOLVED","Requires manual identification","Disabled; requires feature-state review","Keyword 'disabled'; occurrences=1; lines=8","consumer-prices-core/configs/retailers/panda_sa.yaml","Unknown; inspect surrounding code and changelog","Do not reactivate without an approved documented decision","Aggregated static keyword evidence. Manual review is required."
"UNRESOLVED","Requires manual identification","Disabled; requires feature-state review","Keyword 'disabled'; occurrences=1; lines=8","consumer-prices-core/configs/retailers/sainsburys_gb.yaml","Unknown; inspect surrounding code and changelog","Do not reactivate without an approved documented decision","Aggregated static keyword evidence. Manual review is required."
"UNRESOLVED","Requires manual identification","Disabled; requires feature-state review","Keyword 'disabled'; occurrences=1; lines=8","consumer-prices-core/configs/retailers/tamimi_sa.yaml","Unknown; inspect surrounding code and changelog","Do not reactivate without an approved documented decision","Aggregated static keyword evidence. Manual review is required."
"UNRESOLVED","Requires manual identification","Disabled; requires feature-state review","Keyword 'disabled'; occurrences=1; lines=8","consumer-prices-core/configs/retailers/wholefoods_us.yaml","Unknown; inspect surrounding code and changelog","Do not reactivate without an approved documented decision","Aggregated static keyword evidence. Manual review is required."
"UNRESOLVED","Requires manual identification","Disabled; requires feature-state review","Keyword 'disabled'; occurrences=15; lines=105;114;12;178;259;260;276;278;298;315;331;333;9;92;93","consumer-prices-core/plans/scraper-stability.md","Unknown; inspect surrounding code and changelog","Do not reactivate without an approved documented decision","Aggregated static keyword evidence. Manual review is required."
"UNRESOLVED","Requires manual identification","Deprecated or legacy; requires review","Keyword 'legacy'; occurrences=3; lines=102;242;244","consumer-prices-core/src/adapters/search.ts","Unknown; inspect surrounding code and changelog","Do not reactivate without an approved documented decision","Aggregated static keyword evidence. Manual review is required."
"UNRESOLVED","Requires manual identification","Deprecated or legacy; requires review","Keyword 'legacy'; occurrences=2; lines=11;6","consumer-prices-core/src/adapters/validator.ts","Unknown; inspect surrounding code and changelog","Do not reactivate without an approved documented decision","Aggregated static keyword evidence. Manual review is required."
"UNRESOLVED","Requires manual identification","Deprecated or legacy; requires review","Keyword 'legacy'; occurrences=1; lines=56","consumer-prices-core/src/config/types.ts","Unknown; inspect surrounding code and changelog","Do not reactivate without an approved documented decision","Aggregated static keyword evidence. Manual review is required."
"UNRESOLVED","Requires manual identification","Disabled; requires feature-state review","Keyword 'disabled'; occurrences=6; lines=16;27;32;48;50;53","consumer-prices-core/src/db/queries/matches.test.ts","Unknown; inspect surrounding code and changelog","Do not reactivate without an approved documented decision","Aggregated static keyword evidence. Manual review is required."
"UNRESOLVED","Requires manual identification","Disabled; requires feature-state review","Keyword 'disabled'; occurrences=9; lines=116;121;125;127;132;135;144;39;80","consumer-prices-core/src/db/queries/matches.ts","Unknown; inspect surrounding code and changelog","Do not reactivate without an approved documented decision","Aggregated static keyword evidence. Manual review is required."
"UNRESOLVED","Requires manual identification","Deprecated or legacy; requires review","Keyword 'legacy'; occurrences=1; lines=97","consumer-prices-core/src/jobs/publish.ts","Unknown; inspect surrounding code and changelog","Do not reactivate without an approved documented decision","Aggregated static keyword evidence. Manual review is required."
"UNRESOLVED","Requires manual identification","Disabled; requires feature-state review","Keyword 'disabled'; occurrences=3; lines=111;115;6","consumer-prices-core/src/jobs/scrape.test.ts","Unknown; inspect surrounding code and changelog","Do not reactivate without an approved documented decision","Aggregated static keyword evidence. Manual review is required."
"UNRESOLVED","Requires manual identification","Disabled; requires feature-state review","Keyword 'disabled'; occurrences=7; lines=105;111;238;332;333;82;86","consumer-prices-core/src/jobs/scrape.ts","Unknown; inspect surrounding code and changelog","Do not reactivate without an approved documented decision","Aggregated static keyword evidence. Manual review is required."
"UNRESOLVED","Requires manual identification","Deprecated or legacy; requires review","Keyword 'legacy'; occurrences=2; lines=172;263","consumer-prices-core/src/jobs/scrape.ts","Unknown; inspect surrounding code and changelog","Do not reactivate without an approved documented decision","Aggregated static keyword evidence. Manual review is required."
"UNRESOLVED","Requires manual identification","Disabled; requires feature-state review","Keyword 'disabled'; occurrences=3; lines=27;76;98","consumer-prices-core/src/jobs/scrape-pin-recovery.ts","Unknown; inspect surrounding code and changelog","Do not reactivate without an approved documented decision","Aggregated static keyword evidence. Manual review is required."
"UNRESOLVED","Requires manual identification","Deprecated or legacy; requires review","Keyword 'legacy'; occurrences=2; lines=203;68","CONTRIBUTING.md","Unknown; inspect surrounding code and changelog","Do not reactivate without an approved documented decision","Aggregated static keyword evidence. Manual review is required."
"UNRESOLVED","Requires manual identification","Deprecated or legacy; requires review","Keyword 'legacy'; occurrences=1; lines=303","convex/__tests__/alertRules.test.ts","Unknown; inspect surrounding code and changelog","Do not reactivate without an approved documented decision","Aggregated static keyword evidence. Manual review is required."
"UNRESOLVED","Requires manual identification","Disabled; requires feature-state review","Keyword 'disabled'; occurrences=3; lines=6011;6024;6046","convex/__tests__/billing.test.ts","Unknown; inspect surrounding code and changelog","Do not reactivate without an approved documented decision","Aggregated static keyword evidence. Manual review is required."
"UNRESOLVED","Requires manual identification","Deprecated or legacy; requires review","Keyword 'legacy'; occurrences=11; lines=5974;6340;6381;6383;6385;6432;6438;6444;6456;6461","convex/__tests__/billing.test.ts","Unknown; inspect surrounding code and changelog","Do not reactivate without an approved documented decision","Aggregated static keyword evidence. Manual review is required."
"UNRESOLVED","Requires manual identification","Deprecated or legacy; requires review","Keyword 'legacy'; occurrences=1; lines=87","convex/__tests__/checkoutRateLimit.test.ts","Unknown; inspect surrounding code and changelog","Do not reactivate without an approved documented decision","Aggregated static keyword evidence. Manual review is required."
"UNRESOLVED","Requires manual identification","Deprecated or legacy; requires review","Keyword 'legacy'; occurrences=3; lines=782;818;828","convex/__tests__/comp-entitlement.test.ts","Unknown; inspect surrounding code and changelog","Do not reactivate without an approved documented decision","Aggregated static keyword evidence. Manual review is required."
"UNRESOLVED","Requires manual identification","Disabled; requires feature-state review","Keyword 'disabled'; occurrences=1; lines=40","convex/__tests__/dodoCheckoutClient.test.ts","Unknown; inspect surrounding code and changelog","Do not reactivate without an approved documented decision","Aggregated static keyword evidence. Manual review is required."
"UNRESOLVED","Requires manual identification","Deprecated or legacy; requires review","Keyword 'legacy'; occurrences=7; lines=158;166;175;183;191;196;214","convex/__tests__/entitlements.test.ts","Unknown; inspect surrounding code and changelog","Do not reactivate without an approved documented decision","Aggregated static keyword evidence. Manual review is required."
"UNRESOLVED","Requires manual identification","Deprecated or legacy; requires review","Keyword 'legacy'; occurrences=3; lines=61;66;67","convex/__tests__/identitySigning.test.ts","Unknown; inspect surrounding code and changelog","Do not reactivate without an approved documented decision","Aggregated static keyword evidence. Manual review is required."
"UNRESOLVED","Requires manual identification","Deprecated or legacy; requires review","Keyword 'legacy'; occurrences=1; lines=347","convex/__tests__/notificationChannels.test.ts","Unknown; inspect surrounding code and changelog","Do not reactivate without an approved documented decision","Aggregated static keyword evidence. Manual review is required."
"UNRESOLVED","Requires manual identification","Deprecated or legacy; requires review","Keyword 'legacy'; occurrences=2; lines=515;517","convex/__tests__/rampRunner.test.ts","Unknown; inspect surrounding code and changelog","Do not reactivate without an approved documented decision","Aggregated static keyword evidence. Manual review is required."
"UNRESOLVED","Requires manual identification","Deprecated or legacy; requires review","Keyword 'legacy'; occurrences=1; lines=1061","convex/__tests__/webhook.test.ts","Unknown; inspect surrounding code and changelog","Do not reactivate without an approved documented decision","Aggregated static keyword evidence. Manual review is required."
"UNRESOLVED","Requires manual identification","Deprecated or legacy; requires review","Keyword 'legacy'; occurrences=3; lines=169;53;542","convex/apiPlanLimitUsage.ts","Unknown; inspect surrounding code and changelog","Do not reactivate without an approved documented decision","Aggregated static keyword evidence. Manual review is required."
"UNRESOLVED","Requires manual identification","Deprecated or legacy; requires review","Keyword 'legacy'; occurrences=1; lines=75","convex/broadcast/_poolSelection.ts","Unknown; inspect surrounding code and changelog","Do not reactivate without an approved documented decision","Aggregated static keyword evidence. Manual review is required."
"UNRESOLVED","Requires manual identification","Deprecated or legacy; requires review","Keyword 'legacy'; occurrences=4; lines=1038;1042;107;158","convex/broadcast/rampRunner.ts","Unknown; inspect surrounding code and changelog","Do not reactivate without an approved documented decision","Aggregated static keyword evidence. Manual review is required."
"UNRESOLVED","Requires manual identification","Deprecated or legacy; requires review","Keyword 'legacy'; occurrences=1; lines=93","convex/broadcast/waveRuns.ts","Unknown; inspect surrounding code and changelog","Do not reactivate without an approved documented decision","Aggregated static keyword evidence. Manual review is required."
"UNRESOLVED","Requires manual identification","Disabled; requires feature-state review","Keyword 'disabled'; occurrences=1; lines=55","convex/config/productCatalog.ts","Unknown; inspect surrounding code and changelog","Do not reactivate without an approved documented decision","Aggregated static keyword evidence. Manual review is required."
"UNRESOLVED","Requires manual identification","Deprecated or legacy; requires review","Keyword 'legacy'; occurrences=3; lines=101;513;88","convex/config/productCatalog.ts","Unknown; inspect surrounding code and changelog","Do not reactivate without an approved documented decision","Aggregated static keyword evidence. Manual review is required."
"UNRESOLVED","Requires manual identification","Deprecated or legacy; requires review","Keyword 'legacy'; occurrences=1; lines=55","convex/entitlements.ts","Unknown; inspect surrounding code and changelog","Do not reactivate without an approved documented decision","Aggregated static keyword evidence. Manual review is required."
"UNRESOLVED","Requires manual identification","Disabled; requires feature-state review","Keyword 'disabled'; occurrences=1; lines=912","convex/http.ts","Unknown; inspect surrounding code and changelog","Do not reactivate without an approved documented decision","Aggregated static keyword evidence. Manual review is required."
"UNRESOLVED","Requires manual identification","Deprecated or legacy; requires review","Keyword 'legacy'; occurrences=1; lines=813","convex/http.ts","Unknown; inspect surrounding code and changelog","Do not reactivate without an approved documented decision","Aggregated static keyword evidence. Manual review is required."
"UNRESOLVED","Requires manual identification","Deprecated or legacy; requires review","Keyword 'legacy'; occurrences=1; lines=578","convex/intelHistory.ts","Unknown; inspect surrounding code and changelog","Do not reactivate without an approved documented decision","Aggregated static keyword evidence. Manual review is required."
"UNRESOLVED","Requires manual identification","Sunset","Keyword 'retired'; occurrences=1; lines=6","convex/lib/dodo.ts","Unknown; inspect surrounding code and changelog","Do not reactivate without an approved documented decision","Aggregated static keyword evidence. Manual review is required."
"UNRESOLVED","Requires manual identification","Deprecated or legacy; requires review","Keyword 'legacy'; occurrences=1; lines=123","convex/lib/identitySigning.ts","Unknown; inspect surrounding code and changelog","Do not reactivate without an approved documented decision","Aggregated static keyword evidence. Manual review is required."
"UNRESOLVED","Requires manual identification","Deprecated or legacy; requires review","Keyword 'legacy'; occurrences=1; lines=56","convex/mcpProTokens.ts","Unknown; inspect surrounding code and changelog","Do not reactivate without an approved documented decision","Aggregated static keyword evidence. Manual review is required."
"UNRESOLVED","Requires manual identification","Deprecated or legacy; requires review","Keyword 'legacy'; occurrences=2; lines=737;883","convex/payments/billing.ts","Unknown; inspect surrounding code and changelog","Do not reactivate without an approved documented decision","Aggregated static keyword evidence. Manual review is required."
"UNRESOLVED","Requires manual identification","Deprecated or legacy; requires review","Keyword 'legacy'; occurrences=4; lines=52;59;63;66","convex/payments/cacheActions.ts","Unknown; inspect surrounding code and changelog","Do not reactivate without an approved documented decision","Aggregated static keyword evidence. Manual review is required."
"UNRESOLVED","Requires manual identification","Sunset","Keyword 'retired'; occurrences=1; lines=14","convex/payments/checkoutRateLimit.ts","Unknown; inspect surrounding code and changelog","Do not reactivate without an approved documented decision","Aggregated static keyword evidence. Manual review is required."
"UNRESOLVED","Requires manual identification","Deprecated or legacy; requires review","Keyword 'legacy'; occurrences=1; lines=868","convex/payments/subscriptionEmails.ts","Unknown; inspect surrounding code and changelog","Do not reactivate without an approved documented decision","Aggregated static keyword evidence. Manual review is required."
"UNRESOLVED","Requires manual identification","Deprecated or legacy; requires review","Keyword 'legacy'; occurrences=3; lines=598;601;606","convex/payments/subscriptionHelpers.ts","Unknown; inspect surrounding code and changelog","Do not reactivate without an approved documented decision","Aggregated static keyword evidence. Manual review is required."
"UNRESOLVED","Requires manual identification","Deprecated or legacy; requires review","Keyword 'legacy'; occurrences=4; lines=742;745;751;935","convex/schema.ts","Unknown; inspect surrounding code and changelog","Do not reactivate without an approved documented decision","Aggregated static keyword evidence. Manual review is required."
"UNRESOLVED","Requires manual identification","Disabled; requires feature-state review","Keyword 'disabled'; occurrences=1; lines=25","mcp-grant.html","Unknown; inspect surrounding code and changelog","Do not reactivate without an approved documented decision","Aggregated static keyword evidence. Manual review is required."
"UNRESOLVED","Requires manual identification","Deprecated or legacy; requires review","Keyword 'legacy'; occurrences=1; lines=29","middleware.ts","Unknown; inspect surrounding code and changelog","Do not reactivate without an approved documented decision","Aggregated static keyword evidence. Manual review is required."
"UNRESOLVED","Requires manual identification","Disabled; requires feature-state review","Keyword 'disabled'; occurrences=1; lines=8","nixpacks.toml","Unknown; inspect surrounding code and changelog","Do not reactivate without an approved documented decision","Aggregated static keyword evidence. Manual review is required."
